event_id,session_id,airport,gate,delay_minutes,event_type,event_timestamp
e00109,s0044,ATL,C27,180,options_prompt_shown,2026-08-19 20:14:47
e00110,s0044,ATL,C27,180,options_prompt_engaged,2026-08-19 20:15:32
e00111,s0044,ATL,C27,180,venue_selected,2026-08-19 20:15:59
e00112,s0045,ATL,C21,120,delay_detected,2026-08-09 18:43:00
e00113,s0048,ATL,C14,120,delay_detected,2026-08-12 03:07:00
e00114,s0048,ATL,C14,120,options_prompt_shown,2026-08-12 03:07:41
e00115,s0048,ATL,C14,120,options_prompt_engaged,2026-08-12 03:07:49
e00116,s0049,DIA,B12,90,delay_detected,2026-08-02 17:42:00
e00117,s0050,SEA,C22,180,delay_detected,2026-08-03 21:46:00
e00118,s0050,SEA,C22,180,options_prompt_shown,2026-08-03 21:46:37
e00119,s0050,SEA,C22,180,options_prompt_engaged,2026-08-03 21:47:32
e00120,s0050,SEA,C22,180,venue_selected,2026-08-03 21:48:57
e00121,s0050,SEA,C22,180,directions_viewed,2026-08-03 21:49:05
e00122,s0051,LAX,B20,120,delay_detected,2026-08-07 16:25:00
e00123,s0051,LAX,B20,120,options_prompt_shown,2026-08-07 16:25:05
e00124,s0051,LAX,B20,120,options_prompt_engaged,2026-08-07 16:25:34
e00125,s0051,LAX,B20,120,venue_selected,2026-08-07 16:28:12
e00126,s0051,LAX,B20,120,directions_viewed,2026-08-07 16:28:24
e00127,s0052,LAX,B17,90,delay_detected,2026-08-18 04:57:00
e00128,s0053,ORD,A10,120,delay_detected,2026-08-15 09:40:00
e00129,s0053,ORD,A10,120,options_prompt_shown,2026-08-15 09:40:10
e00130,s0054,ATL,B26,60,delay_detected,2026-08-04 09:01:00
e00131,s0054,ATL,B26,60,options_prompt_shown,2026-08-04 09:01:35
e00132,s0055,LAX,D29,150,delay_detected,2026-08-13 12:12:00
e00133,s0055,LAX,D29,150,options_prompt_shown,2026-08-13 12:12:29
e00134,s0055,LAX,D29,150,options_prompt_dismissed,2026-08-13 12:13:55
e00135,s0056,DIA,A25,90,delay_detected,2026-08-05 22:11:00
e00136,s0056,DIA,A25,90,options_prompt_shown,2026-08-05 22:11:49
e00137,s0056,DIA,A25,90,options_prompt_dismissed,2026-08-05 22:12:23
e00138,s0057,DIA,D5,180,delay_detected,2026-08-11 03:42:00
e00139,s0057,DIA,D5,180,options_prompt_shown,2026-08-11 03:42:40
e00140,s0058,LAX,D27,120,delay_detected,2026-08-10 18:57:00
e00141,s0058,LAX,D27,120,options_prompt_shown,2026-08-10 18:58:00
e00142,s0058,LAX,D27,120,options_prompt_dismissed,2026-08-10 18:58:34
e00143,s0059,ATL,D21,60,delay_detected,2026-08-07 02:28:00
e00144,s0059,ATL,D21,60,options_prompt_shown,2026-08-07 02:28:23
e00145,s0059,ATL,D21,60,options_prompt_engaged,2026-08-07 02:29:08
e00146,s0059,ATL,D21,60,venue_selected,2026-08-07 02:31:36
e00147,s0059,ATL,D21,60,directions_viewed,2026-08-07 02:31:42
e00148,s0060,ORD,B3,90,delay_detected,2026-08-09 22:21:00
e00149,s0060,ORD,B3,90,options_prompt_shown,2026-08-09 22:21:31
e00150,s0060,ORD,B3,90,options_prompt_engaged,2026-08-09 22:23:20
e00151,s0060,ORD,B3,90,venue_selected,2026-08-09 22:25:59
e00152,s0062,LAX,D18,150,delay_detected,2026-08-16 22:34:00
e00153,s0062,LAX,D18,150,options_prompt_shown,2026-08-16 22:34:19
e00154,s0062,LAX,D18,150,options_prompt_dismissed,2026-08-16 22:35:24
e00155,s0063,DIA,D11,150,delay_detected,2026-08-15 17:51:00
e00156,s0063,DIA,D11,150,options_prompt_shown,2026-08-15 17:51:15
e00157,s0064,SEA,A30,90,delay_detected,2026-08-13 21:36:00
e00158,s0064,SEA,A30,90,options_prompt_shown,2026-08-13 21:36:10
e00159,s0064,SEA,A30,90,options_prompt_dismissed,2026-08-13 21:37:12
e00160,s0065,ORD,A9,90,delay_detected,2026-08-08 05:13:00
e00161,s0065,ORD,A9,90,options_prompt_shown,2026-08-08 05:13:26
e00162,s0065,ORD,A9,90,options_prompt_dismissed,2026-08-08 05:14:22
e00163,s0067,DIA,C8,150,delay_detected,2026-08-02 17:49:00
e00164,s0068,DIA,A8,60,delay_detected,2026-08-19 03:01:00
e00165,s0068,DIA,A8,60,options_prompt_shown,2026-08-19 03:01:20
e00166,s0068,DIA,A8,60,options_prompt_engaged,2026-08-19 03:02:48
e00167,s0068,DIA,A8,60,venue_selected,2026-08-19 03:03:53
e00168,s0068,DIA,A8,60,directions_viewed,2026-08-19 03:04:03
e00169,s0069,ORD,A25,180,delay_detected,2026-08-04 17:19:00
e00170,s0069,ORD,A25,180,options_prompt_shown,2026-08-04 17:19:06
e00171,s0069,ORD,A25,180,options_prompt_dismissed,2026-08-04 17:19:57
e00172,s0070,LAX,B3,120,delay_detected,2026-08-15 23:53:00
e00173,s0070,LAX,B3,120,options_prompt_shown,2026-08-15 23:53:11
e00174,s0070,LAX,B3,120,options_prompt_dismissed,2026-08-15 23:54:41
e00175,s0071,SEA,A26,120,delay_detected,2026-08-17 22:02:00
e00176,s0071,SEA,A26,120,options_prompt_shown,2026-08-17 22:02:32
e00177,s0071,SEA,A26,120,options_prompt_dismissed,2026-08-17 22:03:57
e00178,s0072,ATL,A28,90,delay_detected,2026-08-18 19:31:00
e00179,s0072,ATL,A28,90,options_prompt_shown,2026-08-18 19:31:28
e00180,s0073,ORD,D6,150,delay_detected,2026-08-12 09:41:00
e00181,s0073,ORD,D6,150,options_prompt_shown,2026-08-12 09:41:56
e00182,s0074,LAX,D27,150,delay_detected,2026-08-13 21:17:00
e00183,s0074,LAX,D27,150,options_prompt_shown,2026-08-13 21:17:20
e00184,s0074,LAX,D27,150,options_prompt_dismissed,2026-08-13 21:18:20
e00185,s0075,ORD,D19,120,delay_detected,2026-08-15 12:24:00
e00186,s0075,ORD,D19,120,options_prompt_shown,2026-08-15 12:24:36
e00187,s0075,ORD,D19,120,options_prompt_dismissed,2026-08-15 12:25:06
e00188,s0076,ATL,C11,75,delay_detected,2026-08-20 00:38:00
e00189,s0076,ATL,C11,75,options_prompt_shown,2026-08-20 00:38:22
e00190,s0076,ATL,C11,75,options_prompt_dismissed,2026-08-20 00:38:49
e00191,s0077,DIA,B24,90,delay_detected,2026-08-11 16:35:00
e00192,s0077,DIA,B24,90,options_prompt_shown,2026-08-11 16:35:49
e00193,s0078,LAX,A3,75,delay_detected,2026-08-05 23:25:00
e00194,s0078,LAX,A3,75,options_prompt_shown,2026-08-05 23:25:24
e00195,s0078,LAX,A3,75,options_prompt_dismissed,2026-08-05 23:26:37
e00196,s0079,SEA,C14,150,delay_detected,2026-08-12 23:21:00
e00197,s0079,SEA,C14,150,options_prompt_shown,2026-08-12 23:21:34
e00198,s0079,SEA,C14,150,options_prompt_engaged,2026-08-12 23:22:09
e00199,s0079,SEA,C14,150,venue_selected,2026-08-12 23:23:08
e00200,s0079,SEA,C14,150,directions_viewed,2026-08-12 23:23:27
e00201,s0080,ORD,B7,150,delay_detected,2026-08-11 13:17:00
e00202,s0080,ORD,B7,150,options_prompt_shown,2026-08-11 13:17:53
e00203,s0080,ORD,B7,150,options_prompt_dismissed,2026-08-11 13:18:08
e00204,s0081,ORD,C8,75,delay_detected,2026-08-05 01:19:00
e00205,s0081,ORD,C8,75,options_prompt_shown,2026-08-05 01:19:39
e00206,s0081,ORD,C8,75,options_prompt_engaged,2026-08-05 01:19:47
e00207,s0082,SEA,C23,60,delay_detected,2026-08-14 20:55:00
e00208,s0082,SEA,C23,60,options_prompt_shown,2026-08-14 20:55:11
e00209,s0082,SEA,C23,60,options_prompt_dismissed,2026-08-14 20:56:14
e00210,s0083,LAX,D11,60,delay_detected,2026-08-02 08:16:00
e00211,s0085,DIA,A5,60,delay_detected,2026-08-18 13:36:00
e00212,s0086,DIA,B4,120,delay_detected,2026-08-17 13:26:00
e00213,s0086,DIA,B4,120,options_prompt_shown,2026-08-17 13:26:55
e00214,s0087,LAX,D30,90,delay_detected,2026-08-07 14:55:00
e00215,s0087,LAX,D30,90,options_prompt_shown,2026-08-07 14:55:32
e00216,s0087,LAX,D30,90,options_prompt_engaged,2026-08-07 14:56:54
e00217,s0087,LAX,D30,90,venue_selected,2026-08-07 14:57:29
e00218,s0088,ORD,B9,150,delay_detected,2026-08-02 23:10:00
e00219,s0088,ORD,B9,150,options_prompt_shown,2026-08-02 23:10:40
e00220,s0088,ORD,B9,150,options_prompt_engaged,2026-08-02 23:10:43
e00221,s0088,ORD,B9,150,venue_selected,2026-08-02 23:13:25
e00222,s0088,ORD,B9,150,directions_viewed,2026-08-02 23:13:28
e00223,s0089,ATL,D3,150,delay_detected,2026-08-06 05:59:00
e00224,s0089,ATL,D3,150,options_prompt_shown,2026-08-06 05:59:55
e00225,s0090,ORD,D4,120,delay_detected,2026-08-06 01:41:00
e00226,s0090,ORD,D4,120,options_prompt_shown,2026-08-06 01:41:22
e00227,s0090,ORD,D4,120,options_prompt_dismissed,2026-08-06 01:41:46
e00228,s0092,ATL,D9,120,delay_detected,2026-08-12 18:31:00
e00229,s0092,ATL,D9,120,options_prompt_shown,2026-08-12 18:31:43
e00230,s0092,ATL,D9,120,options_prompt_engaged,2026-08-12 18:32:41
e00231,s0094,SEA,A25,150,delay_detected,2026-08-18 18:17:00
e00232,s0094,SEA,A25,150,options_prompt_shown,2026-08-18 18:17:53
e00233,s0094,SEA,A25,150,options_prompt_dismissed,2026-08-18 18:19:19
e00234,s0095,LAX,C6,120,delay_detected,2026-08-10 13:40:00
e00235,s0095,LAX,C6,120,options_prompt_shown,2026-08-10 13:40:10
e00236,s0095,LAX,C6,120,options_prompt_dismissed,2026-08-10 13:40:54
e00237,s0096,DIA,B11,90,delay_detected,2026-08-16 01:31:00
e00238,s0096,DIA,B11,90,options_prompt_shown,2026-08-16 01:31:30
e00239,s0096,DIA,B11,90,options_prompt_dismissed,2026-08-16 01:32:31
e00240,s0097,DIA,C9,75,delay_detected,2026-08-03 17:49:00
e00241,s0097,DIA,C9,75,options_prompt_shown,2026-08-03 17:49:37
e00242,s0097,DIA,C9,75,options_prompt_dismissed,2026-08-03 17:50:49
e00243,s0098,LAX,D2,60,delay_detected,2026-08-12 07:23:00
e00244,s0098,LAX,D2,60,options_prompt_shown,2026-08-12 07:23:36
e00245,s0099,ORD,C18,60,delay_detected,2026-08-21 00:18:00
e00246,s0099,ORD,C18,60,options_prompt_shown,2026-08-21 00:18:49
e00247,s0099,ORD,C18,60,options_prompt_dismissed,2026-08-21 00:20:12
e00248,s0100,SEA,B23,60,delay_detected,2026-08-07 21:35:00
e00249,s0100,SEA,B23,60,options_prompt_shown,2026-08-07 21:35:31
e00250,s0100,SEA,B23,60,options_prompt_engaged,2026-08-07 21:37:21
e00251,s0101,LAX,A21,180,delay_detected,2026-08-04 12:31:00
e00252,s0102,ATL,C14,180,delay_detected,2026-08-11 13:30:00
e00253,s0102,ATL,C14,180,options_prompt_shown,2026-08-11 13:30:40
e00254,s0102,ATL,C14,180,options_prompt_engaged,2026-08-11 13:31:07
e00255,s0104,LAX,C30,180,delay_detected,2026-08-12 01:17:00
e00256,s0104,LAX,C30,180,options_prompt_shown,2026-08-12 01:17:23
e00257,s0105,SEA,D28,60,delay_detected,2026-08-10 18:34:00
e00258,s0105,SEA,D28,60,options_prompt_shown,2026-08-10 18:34:26
e00259,s0105,SEA,D28,60,options_prompt_dismissed,2026-08-10 18:35:27
e00260,s0106,ATL,B23,60,delay_detected,2026-08-13 10:24:00
e00261,s0106,ATL,B23,60,options_prompt_shown,2026-08-13 10:24:54
e00262,s0106,ATL,B23,60,options_prompt_dismissed,2026-08-13 10:25:57
e00263,s0107,LAX,D22,180,delay_detected,2026-08-18 18:41:00
e00264,s0108,LAX,A5,120,delay_detected,2026-08-13 20:21:00
e00265,s0108,LAX,A5,120,options_prompt_shown,2026-08-13 20:22:00
e00266,s0108,LAX,A5,120,options_prompt_dismissed,2026-08-13 20:23:01
e00267,s0109,DIA,B14,180,delay_detected,2026-08-15 05:09:00
e00268,s0109,DIA,B14,180,options_prompt_shown,2026-08-15 05:09:55
e00269,s0109,DIA,B14,180,options_prompt_dismissed,2026-08-15 05:10:48
e00270,s0110,DIA,C28,150,delay_detected,2026-08-19 13:34:00
e00271,s0110,DIA,C28,150,options_prompt_shown,2026-08-19 13:34:25
e00272,s0113,DIA,D6,150,delay_detected,2026-08-07 15:57:00
e00273,s0113,DIA,D6,150,options_prompt_shown,2026-08-07 15:57:25
e00274,s0113,DIA,D6,150,options_prompt_dismissed,2026-08-07 15:58:15
e00275,s0114,LAX,B8,120,delay_detected,2026-08-10 00:36:00
e00276,s0114,LAX,B8,120,options_prompt_shown,2026-08-10 00:36:16
e00277,s0114,LAX,B8,120,options_prompt_engaged,2026-08-10 00:36:29
e00278,s0115,LAX,B16,120,delay_detected,2026-08-04 07:14:00
e00279,s0115,LAX,B16,120,options_prompt_shown,2026-08-04 07:14:21
e00280,s0116,LAX,C22,120,delay_detected,2026-08-04 14:04:00
e00281,s0116,LAX,C22,120,options_prompt_shown,2026-08-04 14:04:27
e00282,s0116,LAX,C22,120,options_prompt_dismissed,2026-08-04 14:05:24
e00283,s0117,ATL,D28,75,delay_detected,2026-08-05 11:24:00
e00284,s0117,ATL,D28,75,options_prompt_shown,2026-08-05 11:24:11
e00285,s0117,ATL,D28,75,options_prompt_engaged,2026-08-05 11:25:27
e00286,s0117,ATL,D28,75,venue_selected,2026-08-05 11:26:52
e00287,s0118,ATL,A27,150,delay_detected,2026-08-09 16:17:00
e00288,s0118,ATL,A27,150,options_prompt_shown,2026-08-09 16:18:00
e00289,s0119,DIA,D27,75,delay_detected,2026-08-17 19:51:00
e00290,s0119,DIA,D27,75,options_prompt_shown,2026-08-17 19:51:56
e00291,s0119,DIA,D27,75,options_prompt_engaged,2026-08-17 19:53:20
e00292,s0119,DIA,D27,75,venue_selected,2026-08-17 19:54:34
e00293,s0119,DIA,D27,75,directions_viewed,2026-08-17 19:54:40
e00294,s0120,DIA,C26,90,delay_detected,2026-08-01 23:37:00
e00295,s0120,DIA,C26,90,options_prompt_shown,2026-08-01 23:37:13
e00296,s0120,DIA,C26,90,options_prompt_engaged,2026-08-01 23:37:53
e00297,s0120,DIA,C26,90,venue_selected,2026-08-01 23:39:49
e00298,s0120,DIA,C26,90,directions_viewed,2026-08-01 23:39:55
e00299,s0121,ATL,C27,60,delay_detected,2026-08-06 17:58:00
e00300,s0121,ATL,C27,60,options_prompt_shown,2026-08-06 17:58:35
e00301,s0121,ATL,C27,60,options_prompt_dismissed,2026-08-06 17:59:21
e00302,s0122,DIA,D3,60,delay_detected,2026-08-17 08:14:00
e00303,s0122,DIA,D3,60,options_prompt_shown,2026-08-17 08:14:51
e00304,s0122,DIA,D3,60,options_prompt_dismissed,2026-08-17 08:16:05
e00305,s0123,ATL,A26,90,delay_detected,2026-08-01 13:16:00
e00306,s0123,ATL,A26,90,options_prompt_shown,2026-08-01 13:16:34
e00307,s0124,ATL,D27,150,delay_detected,2026-08-09 04:06:00
e00308,s0124,ATL,D27,150,options_prompt_shown,2026-08-09 04:06:35
e00309,s0124,ATL,D27,150,options_prompt_engaged,2026-08-09 04:08:31
e00310,s0126,LAX,C21,90,delay_detected,2026-08-03 17:08:00
e00311,s0126,LAX,C21,90,options_prompt_shown,2026-08-03 17:08:07
e00312,s0126,LAX,C21,90,options_prompt_engaged,2026-08-03 17:09:13
e00313,s0126,LAX,C21,90,venue_selected,2026-08-03 17:10:23
e00314,s0127,ORD,D15,75,delay_detected,2026-08-15 13:47:00
e00315,s0127,ORD,D15,75,options_prompt_shown,2026-08-15 13:47:39
e00316,s0130,ORD,D15,60,delay_detected,2026-08-19 11:23:00
e00317,s0130,ORD,D15,60,options_prompt_shown,2026-08-19 11:23:48
e00318,s0130,ORD,D15,60,options_prompt_engaged,2026-08-19 11:25:46
e00319,s0131,ATL,A13,75,delay_detected,2026-08-05 07:07:00
e00320,s0132,LAX,A22,60,delay_detected,2026-08-14 22:40:00
e00321,s0132,LAX,A22,60,options_prompt_shown,2026-08-14 22:40:06
e00322,s0132,LAX,A22,60,options_prompt_engaged,2026-08-14 22:40:51
e00323,s0132,LAX,A22,60,venue_selected,2026-08-14 22:41:33
e00324,s0132,LAX,A22,60,directions_viewed,2026-08-14 22:41:41
e00325,s0132,LAX,A22,60,survey_response:4,2026-08-14 23:21:41
e00326,s0133,ORD,B27,180,delay_detected,2026-08-06 05:21:00
e00327,s0133,ORD,B27,180,options_prompt_shown,2026-08-06 05:21:55
e00328,s0133,ORD,B27,180,options_prompt_dismissed,2026-08-06 05:22:16
e00329,s0134,ORD,C26,60,delay_detected,2026-08-03 14:42:00
e00330,s0134,ORD,C26,60,options_prompt_shown,2026-08-03 14:42:13
e00331,s0134,ORD,C26,60,options_prompt_engaged,2026-08-03 14:43:57
e00332,s0135,SEA,C1,60,delay_detected,2026-08-06 21:03:00
e00333,s0135,SEA,C1,60,options_prompt_shown,2026-08-06 21:03:31
e00334,s0136,LAX,D25,75,delay_detected,2026-08-12 04:37:00
e00335,s0136,LAX,D25,75,options_prompt_shown,2026-08-12 04:37:37
e00336,s0136,LAX,D25,75,options_prompt_engaged,2026-08-12 04:38:58
e00337,s0136,LAX,D25,75,venue_selected,2026-08-12 04:41:56
e00338,s0136,LAX,D25,75,directions_viewed,2026-08-12 04:42:12
e00339,s0137,DIA,A16,180,delay_detected,2026-08-09 19:27:00
e00340,s0137,DIA,A16,180,options_prompt_shown,2026-08-09 19:27:36
e00341,s0137,DIA,A16,180,options_prompt_dismissed,2026-08-09 19:27:49
e00342,s0138,ATL,B3,60,delay_detected,2026-08-07 02:39:00
e00343,s0138,ATL,B3,60,options_prompt_shown,2026-08-07 02:39:40
e00344,s0138,ATL,B3,60,options_prompt_dismissed,2026-08-07 02:40:59
e00345,s0139,SEA,C15,120,delay_detected,2026-08-14 03:27:00
e00346,s0139,SEA,C15,120,options_prompt_shown,2026-08-14 03:27:49
e00347,s0139,SEA,C15,120,options_prompt_engaged,2026-08-14 03:29:15
e00348,s0140,SEA,B14,90,delay_detected,2026-08-20 04:14:00
e00349,s0140,SEA,B14,90,options_prompt_shown,2026-08-20 04:14:57
e00350,s0140,SEA,B14,90,options_prompt_dismissed,2026-08-20 04:15:12
e00351,s0141,ATL,D11,150,delay_detected,2026-08-06 16:23:00
e00352,s0142,LAX,A3,180,delay_detected,2026-08-03 01:05:00
e00353,s0142,LAX,A3,180,options_prompt_shown,2026-08-03 01:05:52
e00354,s0143,SEA,A19,120,delay_detected,2026-08-13 05:21:00
e00355,s0143,SEA,A19,120,options_prompt_shown,2026-08-13 05:21:31
e00356,s0143,SEA,A19,120,options_prompt_engaged,2026-08-13 05:22:59
e00357,s0144,LAX,A10,120,delay_detected,2026-08-07 21:22:00
e00358,s0144,LAX,A10,120,options_prompt_shown,2026-08-07 21:22:37
e00359,s0144,LAX,A10,120,options_prompt_engaged,2026-08-07 21:24:04
e00360,s0144,LAX,A10,120,venue_selected,2026-08-07 21:24:41
e00361,s0144,LAX,A10,120,directions_viewed,2026-08-07 21:25:00
e00362,s0145,ATL,B26,90,delay_detected,2026-08-19 06:35:00
e00363,s0146,SEA,A20,150,delay_detected,2026-08-18 22:44:00
e00364,s0146,SEA,A20,150,options_prompt_shown,2026-08-18 22:44:16
e00365,s0146,SEA,A20,150,options_prompt_engaged,2026-08-18 22:45:56
